simulation,investor 0,investor 1,investor 2,investor 3,investor 4,investor 5,investor 6,investor 7,investor 8,investor 9,investor 10,investor 11,investor 12,investor 13,investor 14,investor 15,investor 16,investor 17,investor 18,investor 19,investor 20,investor 21,investor 22,investor 23,investor 24,investor 25,investor 26,investor 27,investor 28,investor 29,investor 30,investor 31,investor 32,investor 33,investor 34,investor 35,investor 36,investor 37,investor 38,investor 39,investor 40,investor 41,investor 42,investor 43,investor 44,investor 45,investor 46,investor 47,investor 48,investor 49,investor 50,investor 51,investor 52,investor 53,investor 54,investor 55,investor 56,investor 57,investor 58,investor 59,investor 60,investor 61,investor 62,investor 63,investor 64,investor 65,investor 66,investor 67,investor 68,investor 69,investor 70,investor 71,investor 72,investor 73,investor 74,investor 75,investor 76,investor 77,investor 78,investor 79,investor 80,investor 81,investor 82,investor 83,investor 84,investor 85,investor 86,investor 87,investor 88,investor 89,investor 90,investor 91,investor 92,investor 93,investor 94,investor 95,investor 96,investor 97,investor 98,investor 99,investor 100,investor 101,investor 102,investor 103,investor 104,investor 105,investor 106,investor 107,investor 108,investor 109,investor 110,investor 111,investor 112,investor 113,investor 114,investor 115,investor 116,investor 117,investor 118,investor 119,investor 120,investor 121,investor 122,investor 123,investor 124,investor 125,investor 126,investor 127,investor 128,investor 129,investor 130,investor 131,investor 132,investor 133,investor 134,investor 135,investor 136,investor 137,investor 138,investor 139,investor 140,investor 141,investor 142,investor 143,investor 144,investor 145,investor 146
41,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1150.260554,1226.500962,1275.994163,1316.467175,1316.467175,1316.467175,1316.467175,1316.467175,1316.467175,1316.467175,1316.467175,1316.467175,1150.260554,1226.500962,1275.994163,1316.467175,1316.467175,1316.467175,1316.467175,1316.467175,1316.467175,1316.467175,1316.467175,1316.467175,1430.541769,1635.487959,1762.549704,2281.142904,2316.788267,2316.788267,2316.788267,2316.788267,2316.788267,2316.788267,2316.788267,2316.788267,1564.636942,1799.432097,2129.219079,2512.064893,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,1564.636942,1799.432097,2129.219079,2512.064893,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,1608.220464,1877.727126,2256.380420,2512.064893,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2004.784355,3101.866815,2953.394267,2512.064893,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,4299.122007,3200.940126,2595.820401,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,3023.356289,2595.820401,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2595.820401,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803,2438.306803
42,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1171.472858,1289.770700,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1171.472858,1289.770700,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1171.472858,1289.770700,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1375.578221,1507.258836,1826.184578,2076.277924,2221.408230,2221.408230,2221.408230,2221.408230,2221.408230,2221.408230,2221.408230,2221.408230,2221.408230,1645.209689,2205.388668,2459.772868,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2549.596079,2945.259126,2863.054087,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,3031.614367,2764.048185,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2764.048185,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930,2148.110930
43,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1104.547930,1143.303201,1176.851624,1246.369754,1246.369754,1246.369754,1246.369754,1246.369754,1246.369754,1246.369754,1246.369754,1246.369754,1386.047316,1427.462589,1662.901003,2185.950088,2090.588257,2090.588257,2090.588257,2090.588257,2090.588257,2090.588257,2090.588257,2090.588257,1391.636813,1690.067485,1703.851247,2287.588319,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,1704.533922,2016.311999,2276.019103,2287.588319,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,3187.777357,2843.646612,2228.185656,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2802.452086,2228.185656,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2228.185656,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214,2151.574214
44,1271.141634,1335.213214,1400.494087,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1271.141634,1335.213214,1400.494087,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1271.141634,1335.213214,1400.494087,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1542.592906,1702.622572,1927.764712,2369.879670,2741.099926,2792.829454,2792.829454,2792.829454,2792.829454,2792.829454,2792.829454,2792.829454,2792.829454,1728.687029,1950.812822,2420.849019,2543.590748,2554.061640,2554.061640,2554.061640,2554.061640,2554.061640,2554.061640,2554.061640,2554.061640,1727.461483,2086.638094,2455.688553,2555.398881,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,1727.461483,2086.638094,2455.688553,2555.398881,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2275.703281,3217.240835,2789.573163,2555.398881,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,3473.624640,3115.904153,2651.176821,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,3150.939030,2626.716925,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2626.716925,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558,2523.377558
45,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1110.349972,1141.211595,1141.211595,1166.811849,1256.071126,1256.071126,1256.071126,1256.071126,1256.071126,1256.071126,1256.071126,1256.071126,1110.349972,1141.211595,1141.211595,1166.811849,1256.071126,1256.071126,1256.071126,1256.071126,1256.071126,1256.071126,1256.071126,1256.071126,1361.337892,1507.437089,1698.237991,2101.552693,2030.218367,1968.915907,1968.915907,1968.915907,1968.915907,1968.915907,1968.915907,1968.915907,1379.266474,1529.028360,1890.538465,2179.705024,2045.443035,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1639.992495,1863.506478,2241.648225,2179.705024,2045.443035,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,3415.037887,2680.896886,2304.363984,2045.443035,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,2711.294267,2304.363984,2108.658857,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,2304.363984,2108.658857,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,2108.658857,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682,1991.277682
46,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1133.836021,1167.736801,1210.751963,1317.138904,1317.138904,1317.138904,1317.138904,1317.138904,1317.138904,1317.138904,1317.138904,1317.138904,1476.365167,1671.856234,2053.094381,2355.063521,2249.662220,2249.662220,2249.662220,2249.662220,2249.662220,2249.662220,2249.662220,2249.662220,1476.365167,1671.856234,2053.094381,2355.063521,2249.662220,2249.662220,2249.662220,2249.662220,2249.662220,2249.662220,2249.662220,2249.662220,1476.365167,1671.856234,2053.094381,2355.063521,2249.662220,2249.662220,2249.662220,2249.662220,2249.662220,2249.662220,2249.662220,2249.662220,1504.282583,1641.448723,2160.192045,2293.755750,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,1967.594568,2225.346726,2360.195131,2293.755750,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,3706.223554,2759.050554,2386.110759,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2759.050554,2386.110759,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2386.110759,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598,2210.363598
47,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1127.868109,1142.170778,1228.798445,1392.091350,1383.329730,1383.329730,1383.329730,1383.329730,1383.329730,1383.329730,1383.329730,1383.329730,1127.868109,1142.170778,1228.798445,1392.091350,1383.329730,1383.329730,1383.329730,1383.329730,1383.329730,1383.329730,1383.329730,1383.329730,1443.665203,1514.533368,1790.626420,2401.336893,2383.207511,2383.207511,2383.207511,2383.207511,2383.207511,2383.207511,2383.207511,2383.207511,1465.929644,1493.531131,2046.349947,2242.989597,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,1465.929644,1493.531131,2046.349947,2242.989597,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,1709.392754,2249.053274,2405.468517,2242.989597,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,3965.919450,2881.391872,2242.783079,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2853.455245,2242.783079,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2242.783079,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760,2194.638760
48,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1199.762235,1385.326327,1551.393858,1979.721112,1979.721112,1979.721112,1979.721112,1979.721112,1979.721112,1979.721112,1979.721112,1979.721112,1199.762235,1385.326327,1551.393858,1979.721112,1979.721112,1979.721112,1979.721112,1979.721112,1979.721112,1979.721112,1979.721112,1979.721112,1687.874917,2169.766866,2167.605669,1994.027888,2008.606461,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,3042.209021,2654.613911,2010.025955,2011.554104,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,2654.613911,2010.025955,2011.554104,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,2010.025955,2011.554104,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,2011.554104,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137,1971.134137
49,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1105.712959,1140.736397,1276.048405,1315.217704,1315.217704,1315.217704,1315.217704,1315.217704,1315.217704,1315.217704,1315.217704,1315.217704,1365.336060,1515.246148,1855.022585,2078.086766,2248.657647,2248.657647,2248.657647,2248.657647,2248.657647,2248.657647,2248.657647,2248.657647,1403.693665,1496.118743,1989.478520,2439.441307,2229.810048,2229.810048,2229.810048,2229.810048,2229.810048,2229.810048,2229.810048,2229.810048,1403.693665,1496.118743,1989.478520,2439.441307,2229.810048,2229.810048,2229.810048,2229.810048,2229.810048,2229.810048,2229.810048,2229.810048,1636.956901,1989.926058,2327.303086,2383.136979,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,3404.552782,2633.958666,2378.225279,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2553.403899,2378.225279,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2378.225279,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262,2145.214262
50,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1089.720215,1122.059203,1154.104567,1295.070134,1295.070134,1295.070134,1295.070134,1295.070134,1295.070134,1295.070134,1295.070134,1295.070134,1089.720215,1122.059203,1154.104567,1295.070134,1295.070134,1295.070134,1295.070134,1295.070134,1295.070134,1295.070134,1295.070134,1295.070134,1261.606492,1435.213631,1795.279967,2162.180949,2175.219764,2066.446957,2066.446957,2066.446957,2066.446957,2066.446957,2066.446957,2066.446957,1646.678353,2125.500654,2392.593185,2177.865673,2188.367345,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,3231.169114,2568.469996,2167.322434,2183.550999,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2484.461746,2167.322434,2183.550999,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2167.322434,2183.550999,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2183.550999,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024,2068.579024
51,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1407.667347,1647.057158,2072.867489,2143.690310,2143.690310,2143.690310,2143.690310,2143.690310,2143.690310,2143.690310,2143.690310,2143.690310,1407.667347,1647.057158,2072.867489,2143.690310,2143.690310,2143.690310,2143.690310,2143.690310,2143.690310,2143.690310,2143.690310,2143.690310,1405.788635,1617.220130,2120.871870,2185.053193,2185.053193,2185.053193,2185.053193,2185.053193,2185.053193,2185.053193,2185.053193,2185.053193,1405.788635,1617.220130,2120.871870,2185.053193,2185.053193,2185.053193,2185.053193,2185.053193,2185.053193,2185.053193,2185.053193,2185.053193,1664.528619,2096.301881,2182.729445,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,3242.516982,2570.076160,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2760.010038,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161,2192.578161
52,1274.694392,1301.729187,1327.287510,1354.307946,1519.901397,1519.901397,1519.901397,1519.901397,1519.901397,1519.901397,1519.901397,1519.901397,1274.694392,1301.729187,1327.287510,1354.307946,1519.901397,1519.901397,1519.901397,1519.901397,1519.901397,1519.901397,1519.901397,1519.901397,1274.694392,1301.729187,1327.287510,1354.307946,1519.901397,1519.901397,1519.901397,1519.901397,1519.901397,1519.901397,1519.901397,1519.901397,1754.035172,1872.383352,2416.253758,2795.514433,2658.256678,2658.256678,2658.256678,2658.256678,2658.256678,2658.256678,2658.256678,2658.256678,1754.035172,1872.383352,2416.253758,2795.514433,2658.256678,2658.256678,2658.256678,2658.256678,2658.256678,2658.256678,2658.256678,2658.256678,1701.632064,1925.744999,2402.246591,2657.449072,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,1701.632064,1925.744999,2402.246591,2657.449072,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2279.886638,2755.614514,2819.588547,2657.449072,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,3686.215078,3034.458054,2636.104599,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,3117.944918,2636.104599,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2636.104599,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333,2583.203333
53,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1191.458169,1413.338983,1590.251128,1998.619993,1998.619993,1998.619993,1998.619993,1998.619993,1998.619993,1998.619993,1998.619993,1998.619993,1330.843533,1693.356613,2046.472405,2060.975389,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,1499.750032,1914.512963,2216.377754,2060.975389,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,3111.317867,2509.744488,2079.862282,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2608.110202,2079.862282,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2079.862282,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165,2064.690165
54,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1088.837971,1107.675860,1193.477269,1233.023890,1233.023890,1233.023890,1233.023890,1233.023890,1233.023890,1233.023890,1233.023890,1233.023890,1302.233633,1480.762006,1740.114901,1897.081231,2012.321580,1954.475324,1954.475324,1954.475324,1954.475324,1954.475324,1954.475324,1954.475324,1400.354309,1663.387548,1966.384820,2115.042315,2064.311262,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,1750.037977,2342.420274,2613.809036,2115.042315,2064.311262,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,3337.713047,2651.437970,2261.349075,2109.652961,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2623.294839,2266.924010,2109.652961,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2266.924010,2109.652961,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2109.652961,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572,2017.436572
55,1227.173939,1319.524169,1390.616456,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1227.173939,1319.524169,1390.616456,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1227.173939,1319.524169,1390.616456,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1474.341118,1633.412581,1908.188707,2190.399410,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,1633.412581,1908.188707,2190.399410,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,1633.412581,1908.188707,2190.399410,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,1633.412581,1908.188707,2190.399410,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,2618.053082,1881.511367,1996.603258,2482.965545,2231.208282,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,3292.478435,2748.662122,2274.296233,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2681.680683,2274.296233,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2274.296233,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123,2185.583123
