simulation,investor 0,investor 1,investor 2,investor 3,investor 4,investor 5,investor 6,investor 7,investor 8,investor 9,investor 10,investor 11,investor 12,investor 13,investor 14,investor 15,investor 16,investor 17,investor 18,investor 19,investor 20,investor 21,investor 22,investor 23,investor 24,investor 25,investor 26,investor 27,investor 28,investor 29,investor 30,investor 31,investor 32,investor 33,investor 34,investor 35,investor 36,investor 37,investor 38,investor 39,investor 40,investor 41,investor 42,investor 43,investor 44,investor 45,investor 46,investor 47,investor 48,investor 49,investor 50,investor 51,investor 52,investor 53,investor 54,investor 55,investor 56,investor 57,investor 58,investor 59,investor 60,investor 61,investor 62,investor 63,investor 64,investor 65,investor 66,investor 67,investor 68,investor 69,investor 70,investor 71,investor 72,investor 73,investor 74,investor 75,investor 76,investor 77,investor 78,investor 79,investor 80,investor 81,investor 82,investor 83,investor 84,investor 85,investor 86,investor 87,investor 88,investor 89,investor 90,investor 91,investor 92,investor 93,investor 94,investor 95,investor 96,investor 97,investor 98,investor 99,investor 100,investor 101,investor 102,investor 103,investor 104,investor 105,investor 106,investor 107,investor 108,investor 109,investor 110,investor 111,investor 112,investor 113,investor 114,investor 115,investor 116,investor 117,investor 118,investor 119,investor 120,investor 121,investor 122,investor 123,investor 124,investor 125,investor 126,investor 127,investor 128,investor 129,investor 130,investor 131,investor 132,investor 133,investor 134,investor 135,investor 136,investor 137,investor 138,investor 139,investor 140,investor 141,investor 142,investor 143,investor 144,investor 145,investor 146
11,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1105.302061,1121.740452,1219.629923,1323.096180,1310.776771,1310.776771,1310.776771,1310.776771,1310.776771,1310.776771,1310.776771,1310.776771,1343.239719,1444.334236,1702.200959,2272.720742,2247.826768,2247.826768,2247.826768,2247.826768,2247.826768,2247.826768,2247.826768,2247.826768,1343.239719,1444.334236,1702.200959,2272.720742,2247.826768,2247.826768,2247.826768,2247.826768,2247.826768,2247.826768,2247.826768,2247.826768,1360.775455,1516.926570,1880.159667,2129.475113,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,1405.909432,1575.951739,2229.686753,2129.475113,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,3285.616232,2982.274110,2164.908805,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,3033.631653,2164.908805,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2164.908805,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906,2092.104906
12,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1060.153748,1066.895607,1118.394746,1205.321029,1205.321029,1205.321029,1205.321029,1205.321029,1205.321029,1205.321029,1205.321029,1205.321029,1276.715195,1497.839134,1641.592845,1949.048412,1949.048412,1949.048412,1949.048412,1949.048412,1949.048412,1949.048412,1949.048412,1949.048412,1426.146708,1755.456242,2059.024628,1975.247193,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,2971.938500,2433.290623,1978.295903,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,2544.991781,2120.573833,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,2120.573833,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085,1924.017085
13,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1109.789237,1143.688969,1270.954036,1313.227313,1303.547826,1303.547826,1303.547826,1303.547826,1303.547826,1303.547826,1303.547826,1303.547826,1402.470296,1508.757126,1814.994124,2227.199777,2205.318004,2205.318004,2205.318004,2205.318004,2205.318004,2205.318004,2205.318004,2205.318004,1458.218726,1547.181518,1947.276130,2234.859585,2118.273880,2118.273880,2118.273880,2118.273880,2118.273880,2118.273880,2118.273880,2118.273880,1470.951475,1571.973830,1930.608721,2247.556857,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,1684.189115,1921.687079,2404.762967,2247.556857,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,3244.419139,2719.323290,2329.505601,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2789.423210,2338.922982,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2338.922982,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343,2105.131343
14,1199.538150,1277.026424,1305.138937,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1199.538150,1277.026424,1305.138937,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1199.538150,1277.026424,1305.138937,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1199.538150,1277.026424,1305.138937,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1432.293419,1472.360625,1688.935805,1844.563103,2423.459850,2423.459850,2423.459850,2423.459850,2423.459850,2423.459850,2423.459850,2423.459850,2423.459850,1528.687218,1748.019225,2090.849947,2368.848150,2368.848150,2368.848150,2368.848150,2368.848150,2368.848150,2368.848150,2368.848150,2368.848150,1544.013293,1774.225052,2422.415870,2425.091969,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,1931.669985,2845.880638,2715.793092,2425.091969,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,3438.844393,2942.730619,2449.615572,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2917.631867,2449.615572,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2449.615572,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144,2408.631144
15,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1101.195371,1146.312362,1180.396359,1237.785900,1237.785900,1237.785900,1237.785900,1237.785900,1237.785900,1237.785900,1237.785900,1237.785900,1303.949895,1473.842037,1608.544186,1973.056219,2079.792759,2079.792759,2079.792759,2079.792759,2079.792759,2079.792759,2079.792759,2079.792759,1328.334475,1491.837510,1775.047619,2132.901899,2056.969885,2056.969885,2056.969885,2056.969885,2056.969885,2056.969885,2056.969885,2056.969885,1810.807494,2211.966645,2250.195750,2073.295445,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2805.825293,2355.452819,2089.775809,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2387.434802,2089.775809,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2089.775809,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580,2029.984580
16,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1276.357137,1393.980782,1837.957129,1916.738270,1916.738270,1916.738270,1916.738270,1916.738270,1916.738270,1916.738270,1916.738270,1916.738270,1346.460154,1400.286502,1871.306651,2038.738492,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,1582.665064,1890.837650,2203.591003,2038.738492,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,3408.895636,2634.788101,2038.738492,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2757.386195,2041.810475,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2041.810475,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415,2038.103415
17,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1079.198693,1092.875987,1206.462496,1206.462496,1206.462496,1206.462496,1206.462496,1206.462496,1206.462496,1206.462496,1206.462496,1206.462496,1298.213646,1449.756264,1911.989833,2041.998789,2049.377429,2059.856308,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,1699.836329,2121.432965,2220.153390,2041.998789,2049.377429,2059.856308,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,3142.979805,2293.195689,2195.210807,2078.598478,2103.027954,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2508.199730,2195.210807,2078.598478,2103.027954,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2195.210807,2078.598478,2103.027954,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2078.598478,2103.027954,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2103.027954,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705,2015.951705
18,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1120.874068,1156.144650,1188.303533,1267.003738,1287.018730,1266.435150,1266.435150,1266.435150,1266.435150,1266.435150,1266.435150,1266.435150,1120.874068,1156.144650,1188.303533,1267.003738,1287.018730,1266.435150,1266.435150,1266.435150,1266.435150,1266.435150,1266.435150,1266.435150,1419.047305,1490.753163,1879.194989,2114.730328,2144.625600,2091.053691,2091.053691,2091.053691,2091.053691,2091.053691,2091.053691,2091.053691,1460.369096,1691.980328,2021.149714,2115.967484,2134.014294,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,1460.369096,1691.980328,2021.149714,2115.967484,2134.014294,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,1655.702879,2232.947447,2807.247026,2115.967484,2134.014294,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,3350.080040,2660.896977,2138.432536,2161.162262,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2644.195469,2138.432536,2161.162262,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2138.432536,2161.162262,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2161.162262,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209,2097.571209
19,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1204.235997,1235.910625,1269.100174,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1204.235997,1235.910625,1269.100174,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1204.235997,1235.910625,1269.100174,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1360.596574,1580.672736,1685.769340,1825.511269,2208.927655,2224.562834,2224.562834,2224.562834,2224.562834,2224.562834,2224.562834,2224.562834,2224.562834,1580.672736,1685.769340,1825.511269,2208.927655,2224.562834,2224.562834,2224.562834,2224.562834,2224.562834,2224.562834,2224.562834,2224.562834,1560.648953,1727.768646,2082.465014,2348.051853,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2366.522021,3097.690751,2584.142094,2348.051853,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,3144.019032,2635.414760,2443.781183,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2635.414760,2443.781183,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2443.781183,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043,2184.792043
20,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1105.762976,1120.689527,1136.852539,1340.588785,1340.588785,1340.588785,1340.588785,1340.588785,1340.588785,1340.588785,1340.588785,1340.588785,1331.456300,1400.858236,1732.575789,2344.373597,2344.373597,2344.373597,2344.373597,2344.373597,2344.373597,2344.373597,2344.373597,2344.373597,1405.032779,1446.775280,2159.520432,2406.684853,2294.868083,2294.868083,2294.868083,2294.868083,2294.868083,2294.868083,2294.868083,2294.868083,1412.995339,1453.050453,2207.853334,2478.827633,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,1783.868612,2409.244298,2878.260782,2530.149691,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,3371.311353,2692.073882,2575.888779,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2680.217348,2575.888779,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2575.888779,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991,2281.289991
21,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1076.179064,1136.859905,1184.791881,1210.008033,1210.008033,1210.008033,1210.008033,1210.008033,1210.008033,1210.008033,1210.008033,1210.008033,1286.990228,1460.036335,1632.669449,1877.050736,1883.521405,1883.521405,1883.521405,1883.521405,1883.521405,1883.521405,1883.521405,1883.521405,1322.120951,1482.351697,1726.780688,2024.207551,1966.449262,1966.449262,1966.449262,1966.449262,1966.449262,1966.449262,1966.449262,1966.449262,1458.819972,1846.258532,2315.198310,2065.514836,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,3071.817071,2531.304690,2101.471593,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,2660.729090,2101.471593,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,2101.471593,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588,1989.492588
22,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1232.687149,1352.783319,1469.523020,2096.158317,2096.158317,2096.158317,2096.158317,2096.158317,2096.158317,2096.158317,2096.158317,2096.158317,1304.044303,1609.462923,1868.063617,2038.270562,2038.270562,2038.270562,2038.270562,2038.270562,2038.270562,2038.270562,2038.270562,2038.270562,1779.113789,2324.519783,2259.988896,2103.612338,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2870.634864,2310.889027,2118.380468,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2423.715286,2118.380468,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2118.380468,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052,2083.886052
23,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1383.848324,1572.752911,1807.619067,2027.986925,2094.139879,2029.619332,2029.619332,2029.619332,2029.619332,2029.619332,2029.619332,2029.619332,1383.848324,1572.752911,1807.619067,2027.986925,2094.139879,2029.619332,2029.619332,2029.619332,2029.619332,2029.619332,2029.619332,2029.619332,1674.621613,2046.326807,2485.843498,2059.196019,2088.861763,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,3128.618784,2709.075921,2059.196019,2156.517335,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2737.275994,2108.164262,2156.517335,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2108.164262,2156.517335,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2156.517335,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028,2050.645028
24,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1284.666342,1449.943550,1560.250371,1993.907935,1993.907935,1993.907935,1993.907935,1993.907935,1993.907935,1993.907935,1993.907935,1993.907935,1281.097605,1445.915715,1555.916128,1988.369004,1988.369004,1988.369004,1988.369004,1988.369004,1988.369004,1988.369004,1988.369004,1988.369004,1284.384054,1475.631748,1583.335500,2005.314748,1957.414836,1957.414836,1957.414836,1957.414836,1957.414836,1957.414836,1957.414836,1957.414836,1807.037594,2611.244143,2459.290975,1981.992106,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,3048.991440,2346.436666,2102.956966,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,2239.967341,2094.145299,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,2094.145299,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423,1937.093423
25,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1354.727411,1413.684829,1555.068609,2161.359124,2161.359124,2161.359124,2161.359124,2161.359124,2161.359124,2161.359124,2161.359124,2161.359124,1431.431905,1476.211204,1808.991629,2311.761202,2228.654669,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,1431.431905,1476.211204,1808.991629,2311.761202,2228.654669,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,1928.111316,2368.911798,2615.539918,2423.271490,2322.174105,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,3302.245419,2848.869537,2554.666996,2322.174105,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2942.783559,2554.666996,2322.174105,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2554.666996,2322.174105,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2322.174105,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917,2233.528917
